region,year,eurostat_crop_category,production_structure,eurostat_area_thousand_ha,region_normalised,eurostat_area_ha,annual_mean_temperature_c,annual_min_temperature_c,annual_max_temperature_c,annual_precipitation_mm,annual_rain_mm,annual_et0_mm
Guyane,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
La Réunion,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
La Réunion,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,,,,,,,
Mayotte,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
